StudentID,Age,StudyHoursPerWeek,AttendanceRate,AssignmentCompletionRate,PreviousGPA,TestAverage,ClassParticipation,HomeworkHoursPerWeek,SleepHoursPerDay,ScreenTimeHoursPerDay,ParentalSupport,MotivationLevel,StressLevel,Tutoring,ExtracurricularActivities,InternetAccess,GPA
STU048937,19,4.8,72.6,86.7,2.4,78.6,83.3,13.1,6.9,3.9,4,9,5,1,1,0,1.91
STU048938,19,13.4,83.7,64.6,3.63,86.7,86.3,4.1,6.2,4.4,5,9,10,1,1,1,2.77
STU048939,21,23.3,79.6,89.0,3.03,72.6,96.2,7.4,6.0,4.0,3,7,6,0,1,1,2.86
STU048940,18,10.9,75.8,73.8,2.46,88.5,89.2,9.6,7.5,3.4,3,5,4,0,0,1,2.09
STU048941,15,2.0,99.8,86.2,3.38,83.7,80.8,5.2,6.3,1.3,2,4,8,1,0,1,2.54
STU048942,16,16.8,87.2,87.6,2.84,70.8,67.0,9.2,6.0,3.7,3,2,4,0,1,1,2.72
STU048943,15,9.7,67.7,68.3,2.84,87.7,90.1,12.2,6.1,4.4,1,1,2,0,1,1,2.32
STU048944,15,11.2,90.0,74.6,2.05,68.4,61.4,8.1,7.3,4.0,4,7,2,0,1,1,1.95
STU048945,16,14.1,83.5,58.7,3.09,67.1,57.4,5.3,7.4,2.1,1,6,4,0,0,1,1.92
STU048946,21,22.8,71.7,100.0,2.41,81.5,63.5,10.0,7.2,1.0,1,2,3,0,0,1,1.83
STU048947,16,10.5,78.6,79.9,1.84,70.1,85.8,10.8,7.2,4.3,3,4,8,0,0,1,1.3
STU048948,15,19.1,68.8,85.0,2.83,57.3,61.9,3.0,7.1,4.4,3,3,1,0,1,1,2.2
STU048949,21,15.6,87.5,65.1,2.57,92.5,76.9,6.3,6.6,2.9,4,7,3,0,1,1,2.09
STU048950,16,24.7,81.1,82.3,2.5,77.4,73.2,8.4,6.2,4.1,1,3,10,1,0,1,1.73
STU048951,15,16.0,80.4,100.0,2.53,60.7,50.2,13.3,9.0,3.0,1,5,10,1,1,1,2.08
STU048952,16,18.5,81.3,88.8,1.87,58.9,74.5,3.3,7.4,3.6,5,4,7,0,0,1,1.87
STU048953,21,16.3,78.2,83.8,2.96,54.4,76.9,3.8,7.4,4.8,5,9,9,0,1,1,2.21
STU048954,19,13.6,85.0,89.4,2.51,100.0,76.6,6.6,6.1,6.4,3,3,10,0,0,1,2.25
STU048955,20,2.0,80.2,86.9,2.77,79.1,97.4,11.3,8.0,4.3,1,7,9,0,1,0,2.03
STU048956,17,16.7,87.3,86.8,3.38,81.2,67.8,7.5,7.2,4.2,1,1,9,1,1,1,2.12
STU048957,21,10.2,85.5,73.4,3.35,46.7,55.9,8.5,6.5,1.7,3,3,5,0,0,1,1.93
STU048958,20,17.8,88.9,70.6,2.43,62.2,57.4,5.6,7.0,4.6,1,4,4,0,1,1,1.6
STU048959,15,4.3,85.0,79.4,2.36,76.9,100.0,10.2,7.5,5.1,2,9,10,0,1,1,2.1
STU048960,19,17.1,90.1,91.7,2.08,69.4,94.9,7.5,8.8,4.5,3,10,10,1,1,1,2.35
STU048961,15,12.9,86.0,58.8,1.91,74.1,67.6,0.0,9.8,6.5,4,3,10,0,0,1,1.5
STU048962,21,11.3,66.8,82.0,2.52,67.5,63.0,9.9,7.9,3.2,5,4,10,1,0,1,2.12
STU048963,20,13.0,73.6,78.7,2.76,56.8,52.9,9.3,6.7,4.5,3,9,8,0,0,1,1.83
STU048964,16,5.8,87.7,59.3,2.64,59.6,99.1,2.1,5.6,3.5,5,2,3,0,0,1,1.62
STU048965,17,16.8,85.2,67.6,2.1,61.0,59.7,11.2,6.2,2.2,2,10,8,0,1,1,1.47
STU048966,21,13.3,100.0,67.0,2.02,53.5,74.5,9.3,8.1,4.3,2,5,7,0,0,1,1.58
STU048967,20,18.6,86.6,84.2,2.45,70.4,60.0,5.8,7.0,4.1,3,3,7,0,1,1,1.88
STU048968,17,10.9,81.1,80.5,3.81,60.3,68.2,7.9,7.5,3.0,2,3,3,0,1,1,2.61
STU048969,15,19.4,81.7,95.4,2.97,64.9,88.0,12.4,5.4,3.7,1,6,8,0,1,1,2.3
STU048970,20,3.9,85.0,75.9,1.99,92.5,61.5,7.6,7.4,5.1,3,2,1,1,1,1,2.15
STU048971,15,12.1,88.2,86.3,4.0,57.9,64.4,7.2,7.0,4.9,2,2,4,0,1,1,2.8
STU048972,18,6.7,83.6,82.2,2.58,100.0,73.3,5.0,5.8,4.4,5,3,5,0,1,1,2.48
STU048973,21,17.9,93.3,99.4,3.88,73.6,70.1,6.1,6.6,1.5,1,8,5,0,0,1,3.2
STU048974,19,11.3,85.5,57.3,2.51,72.0,83.7,8.1,7.5,3.3,1,7,9,1,0,1,1.5
STU048975,15,11.5,96.8,83.0,2.99,84.6,43.8,12.2,7.0,2.9,2,6,6,0,0,1,2.28
STU048976,22,19.4,94.0,69.6,2.15,57.0,83.1,11.6,6.9,3.8,1,9,10,0,0,1,2.0
STU048977,21,9.0,96.7,73.0,3.25,75.6,73.9,5.7,5.6,4.0,2,5,4,1,1,1,2.59
STU048978,17,17.9,87.2,86.3,3.16,72.9,100.0,9.9,7.9,5.2,5,9,7,0,1,1,2.62
STU048979,17,13.6,100.0,91.9,2.31,60.8,86.6,6.4,5.1,1.8,4,10,1,0,0,1,2.53
STU048980,15,11.7,63.0,98.8,2.59,88.3,62.7,5.0,8.3,5.8,1,3,8,0,1,1,2.07
STU048981,17,7.3,89.7,86.1,2.31,47.7,89.2,4.8,7.6,4.4,4,7,4,0,1,1,1.66
STU048982,17,11.7,98.2,92.1,2.53,86.6,61.7,3.9,7.0,2.6,3,4,2,0,0,1,2.4
STU048983,16,22.4,81.4,90.1,2.66,86.3,71.4,4.5,8.8,2.7,1,7,7,0,0,1,2.41
STU048984,15,22.6,69.7,75.1,2.28,62.0,80.2,10.6,6.8,4.2,3,2,7,0,1,1,1.41
STU048985,17,16.5,80.5,82.1,2.3,69.5,84.3,5.8,8.1,3.5,1,6,1,0,0,1,2.06
STU048986,20,16.8,77.0,95.0,2.34,74.2,92.3,9.9,6.4,1.5,5,10,9,0,1,1,2.1
STU048987,15,15.7,75.8,68.8,2.49,57.3,80.5,10.3,7.9,2.5,3,8,1,1,1,1,1.88
STU048988,17,10.1,70.4,98.0,2.86,37.8,78.5,2.7,6.0,1.4,4,10,6,0,0,1,1.77
STU048989,16,12.1,87.4,73.4,2.1,75.8,98.9,8.5,7.2,6.1,2,6,5,1,0,1,2.14
STU048990,15,11.6,91.0,79.3,3.55,80.0,58.6,6.2,7.4,5.6,1,10,4,0,0,0,2.54
STU048991,16,10.8,78.9,86.7,2.38,72.5,98.6,9.6,6.3,5.9,5,6,8,1,0,1,2.11
STU048992,22,15.2,96.9,82.2,3.22,44.9,85.6,4.7,8.0,2.7,4,9,8,1,1,0,2.24
STU048993,15,17.3,97.1,95.2,2.45,88.2,99.0,10.9,7.6,3.4,5,3,9,0,0,1,2.86
STU048994,16,11.9,82.7,91.2,2.74,89.3,70.3,8.9,7.7,6.4,1,3,10,0,1,1,2.16
STU048995,19,19.0,84.1,93.5,2.4,76.4,97.8,5.6,7.4,3.6,4,10,8,0,0,1,2.69
STU048996,19,17.8,90.5,86.1,3.4,65.7,52.2,3.9,6.8,2.7,4,6,3,0,0,1,2.78
STU048997,19,15.3,84.7,82.1,4.0,83.3,63.0,7.2,5.6,3.1,5,3,6,0,0,1,2.88
STU048998,15,23.4,90.5,86.3,2.17,65.0,69.3,4.0,7.2,3.9,5,1,5,0,1,1,2.44
STU048999,20,10.8,85.5,86.9,2.94,47.9,59.5,10.9,6.7,5.3,3,7,3,0,1,1,2.29
STU049000,17,14.3,83.1,90.2,3.54,87.2,59.4,11.4,8.5,4.4,1,8,7,0,0,1,2.77
STU049001,18,13.7,72.1,90.4,2.4,48.3,72.3,5.5,8.2,6.3,5,2,5,0,1,1,1.63
STU049002,21,22.3,87.1,71.3,1.97,70.2,51.3,2.4,6.4,2.5,4,8,10,1,1,1,1.46
STU049003,19,15.0,87.7,76.6,2.49,52.0,92.0,4.5,5.5,3.7,1,10,8,0,0,1,1.88
STU049004,22,15.2,87.1,97.5,3.02,90.6,70.3,8.3,7.3,1.0,1,9,3,0,0,1,2.82
STU049005,20,15.6,77.1,70.9,3.71,66.3,88.5,8.6,7.3,9.8,4,9,8,0,1,1,2.61
STU049006,21,17.2,64.9,61.6,2.5,68.7,71.3,9.0,6.8,1.0,1,6,9,0,0,1,1.45
STU049007,17,10.3,78.6,81.5,3.35,75.1,100.0,7.9,7.7,5.7,5,4,6,0,1,1,2.63
STU049008,19,22.9,76.8,74.9,3.22,58.6,88.2,10.2,9.6,6.1,4,4,3,0,0,1,2.32
STU049009,18,11.6,93.4,71.2,2.75,62.2,98.1,0.0,6.7,5.3,5,5,1,0,1,1,2.19
STU049010,18,10.4,100.0,93.1,2.25,65.6,69.4,9.8,8.3,2.1,4,9,8,0,1,1,2.18
STU049011,15,17.1,76.1,71.0,2.33,85.6,62.9,10.9,7.8,3.9,3,7,5,0,1,0,1.94
STU049012,17,3.6,88.5,73.0,2.39,56.6,59.8,3.3,6.1,5.5,5,7,9,1,1,1,1.82
STU049013,19,19.3,91.0,87.6,1.53,74.0,78.3,6.0,6.3,3.3,3,8,1,0,1,1,1.87
STU049014,21,12.2,75.4,94.5,2.33,54.9,77.4,9.4,6.0,3.1,2,2,1,0,1,0,1.7
STU049015,16,13.6,92.3,69.8,3.24,83.8,86.2,9.4,6.7,5.1,5,5,5,0,0,1,3.03
STU049016,18,19.5,66.2,89.7,2.71,93.9,69.5,6.7,7.6,5.5,4,9,1,0,0,1,2.72
STU049017,21,10.1,95.2,85.0,3.63,81.5,97.6,6.3,7.2,4.8,3,5,8,1,0,0,2.49
STU049018,19,15.4,75.9,82.4,3.35,80.0,77.5,0.0,7.5,8.7,1,1,9,1,0,1,2.35
STU049019,15,13.8,66.6,55.6,2.91,65.6,61.4,4.0,6.6,2.6,4,10,1,0,0,1,1.86
STU049020,19,17.1,81.5,72.9,2.17,82.5,74.1,8.2,5.8,2.3,3,3,6,0,0,1,1.59
STU049021,22,15.1,96.1,89.4,2.03,64.5,90.5,7.5,6.7,2.5,4,5,2,0,0,1,2.36
STU049022,19,26.8,86.7,93.3,1.35,71.8,77.5,4.5,6.2,8.0,5,3,6,0,0,1,2.12
STU049023,16,11.8,83.1,83.9,3.38,79.8,82.0,9.8,8.6,1.5,2,2,7,1,1,1,2.44
STU049024,19,17.0,89.6,81.0,1.65,71.9,65.7,4.4,6.3,4.0,3,7,3,1,1,1,1.87
STU049025,20,16.5,98.4,70.2,3.12,58.0,71.9,7.7,8.3,5.9,2,3,5,0,1,1,1.82
STU049026,15,17.0,72.9,63.4,2.77,91.3,62.8,3.5,7.1,2.5,4,4,3,1,0,0,1.71
STU049027,15,20.6,86.1,65.0,2.5,100.0,74.9,9.1,6.4,3.0,4,7,4,0,1,1,2.23
STU049028,19,13.8,75.0,80.0,2.55,63.9,89.7,6.8,4.9,2.3,2,3,8,0,0,1,2.07
STU049029,18,20.0,71.5,91.7,2.35,78.8,85.2,2.4,9.2,5.0,5,9,9,0,1,1,1.93
STU049030,18,24.1,67.9,68.0,2.33,75.1,67.8,1.6,5.8,2.8,4,5,7,1,1,1,1.83
STU049031,17,17.8,69.4,71.7,3.09,63.0,70.8,5.5,7.2,4.0,4,9,4,0,1,1,2.25
STU049032,15,17.5,86.9,85.8,3.37,75.6,55.6,4.0,6.7,1.9,5,10,3,0,1,1,3.32
STU049033,20,20.2,86.0,87.4,2.84,59.7,43.0,12.0,6.3,2.0,2,7,10,0,0,1,2.02
STU049034,22,20.6,73.7,82.7,2.69,87.2,83.0,3.6,8.4,4.7,1,8,8,1,1,1,2.35
STU049035,18,15.7,93.4,74.0,3.16,72.1,70.4,14.5,7.2,4.9,3,2,8,0,1,1,2.29
STU049036,22,18.0,89.3,71.6,2.54,72.9,67.3,8.8,7.0,2.2,2,5,4,0,0,1,2.02
STU049037,15,17.7,82.3,59.9,2.93,88.2,81.7,8.9,6.4,2.3,4,10,9,1,0,1,2.58
STU049038,22,22.1,79.2,88.3,3.59,69.0,64.1,7.4,6.3,2.9,2,8,8,0,0,1,2.88
STU049039,20,9.3,94.3,85.9,2.81,93.2,83.2,7.4,7.6,2.4,3,2,10,1,1,1,2.4
STU049040,15,9.5,81.9,70.9,3.17,55.0,74.1,3.5,7.9,2.5,1,5,7,0,0,1,2.11
STU049041,18,16.2,95.9,87.5,2.75,55.8,78.2,4.2,7.9,5.5,1,5,5,0,1,1,2.3
STU049042,20,13.8,93.3,70.8,1.45,83.4,93.7,7.1,7.2,3.4,3,5,6,0,1,1,1.54
STU049043,22,21.1,91.0,92.4,2.76,69.8,64.7,5.3,8.4,1.0,4,1,3,0,0,1,2.14
STU049044,21,9.0,94.9,76.8,3.3,77.6,59.3,6.0,5.8,3.5,1,8,3,1,0,1,2.54
STU049045,17,15.9,97.0,100.0,3.17,76.7,56.9,8.1,5.1,3.0,5,9,6,1,0,1,2.86
STU049046,17,11.6,83.8,91.2,2.39,73.8,100.0,9.5,8.3,3.8,1,8,1,1,1,1,2.58
STU049047,19,19.5,87.1,82.8,2.25,71.8,43.2,2.2,7.7,5.8,4,5,9,0,1,1,1.9
STU049048,21,9.4,67.1,68.2,2.25,73.2,63.5,7.0,7.9,4.9,2,1,5,0,1,1,1.34
STU049049,17,10.8,91.7,74.8,3.33,66.2,52.8,14.1,8.9,3.4,5,9,2,0,1,1,2.56
STU049050,16,13.3,75.4,88.1,3.47,89.2,62.4,9.4,6.9,4.5,3,4,1,1,1,1,2.51
STU049051,21,13.8,65.4,71.2,2.52,95.7,92.3,3.7,6.6,1.0,2,5,2,0,0,1,1.63
STU049052,22,16.5,74.1,64.6,3.49,72.4,76.1,11.1,7.0,4.7,4,3,7,0,1,1,2.26
STU049053,15,11.1,79.7,80.6,2.92,47.1,100.0,7.9,8.3,8.2,3,10,8,1,1,1,2.51
STU049054,17,20.7,75.7,79.4,3.29,100.0,85.0,8.8,8.0,2.9,1,2,1,1,1,1,3.11
STU049055,15,5.3,89.5,86.9,2.05,83.4,82.1,5.1,5.9,2.0,3,8,8,1,0,1,2.43
STU049056,20,9.5,82.9,93.6,2.89,80.2,69.2,1.6,6.3,6.5,5,10,9,0,0,1,2.39
STU049057,19,11.9,73.1,86.2,2.31,73.9,76.2,6.7,8.6,2.3,2,4,6,0,1,1,1.75
STU049058,22,5.5,87.3,66.0,2.06,60.8,60.1,10.3,7.9,4.1,2,1,6,0,1,1,1.55
STU049059,20,11.9,84.3,96.6,3.76,59.8,58.4,11.5,7.6,6.3,3,5,6,1,0,1,2.69
STU049060,19,11.8,64.8,97.8,2.5,69.7,78.5,6.7,5.6,2.5,1,6,8,0,1,1,1.96
STU049061,18,11.5,84.9,78.0,2.24,100.0,67.6,3.4,7.2,4.4,4,7,1,1,1,1,2.56
STU049062,17,11.6,85.8,87.0,2.98,52.1,76.7,5.1,6.7,2.9,4,8,2,0,1,1,2.74
STU049063,15,3.4,83.8,99.1,2.39,57.8,72.7,7.7,7.9,2.6,4,4,9,0,0,1,1.69
STU049064,20,15.4,100.0,89.6,2.37,74.4,93.8,11.2,6.4,1.0,3,7,6,1,1,1,2.55
STU049065,18,25.8,64.7,93.5,2.92,68.9,46.8,7.9,8.3,3.0,2,10,5,0,0,1,2.37
STU049066,15,18.0,82.0,85.4,2.49,55.7,78.2,7.9,6.7,5.4,4,8,8,0,1,1,1.86
STU049067,21,11.8,80.4,100.0,2.26,76.6,55.5,3.4,7.7,1.0,4,3,9,1,0,1,2.13
STU049068,16,11.8,66.9,61.5,3.16,86.2,86.7,5.1,7.3,3.5,2,4,3,0,0,1,2.41
STU049069,22,3.0,90.0,80.2,2.66,78.1,69.0,11.5,6.5,5.1,5,4,7,0,0,1,1.99
STU049070,17,19.2,82.3,81.2,2.52,56.2,100.0,7.4,6.4,5.5,3,7,10,1,0,1,2.22
STU049071,18,14.8,66.9,86.7,2.67,78.6,63.1,7.8,7.3,5.8,4,9,2,1,1,1,2.57
STU049072,18,21.2,84.6,54.9,3.04,69.4,59.1,11.2,6.5,2.0,2,6,10,1,1,1,1.72
STU049073,20,12.7,76.0,85.8,2.53,73.7,50.6,9.0,5.4,2.6,5,1,2,0,1,1,2.18
STU049074,15,12.2,96.7,82.1,1.68,58.1,80.1,2.8,7.6,1.0,5,5,1,0,1,1,1.82
STU049075,22,16.7,76.4,93.0,2.41,59.2,70.5,8.3,7.7,4.6,1,9,7,0,1,1,1.96
STU049076,22,17.5,92.4,77.2,3.13,91.1,89.0,3.3,6.0,4.7,1,10,8,0,0,1,2.88
STU049077,15,16.2,81.1,99.8,2.41,86.0,70.9,12.2,5.9,2.8,3,8,1,0,1,1,2.7
STU049078,17,7.9,96.7,87.5,3.4,73.4,75.1,6.6,7.3,3.4,1,9,1,1,1,1,2.84
STU049079,22,10.7,80.0,76.3,2.95,72.6,62.5,6.2,6.8,5.0,1,8,4,0,1,1,2.45
STU049080,19,13.9,87.4,78.9,4.0,75.2,63.8,8.9,6.2,3.2,1,7,6,0,1,1,3.05
STU049081,20,18.4,87.6,64.7,2.33,63.3,65.0,11.7,4.5,2.1,3,2,3,0,0,1,1.41
STU049082,19,15.7,81.7,79.5,2.42,66.5,84.7,2.8,6.4,2.5,1,2,2,0,0,1,2.07
STU049083,21,21.6,73.8,95.0,3.52,44.8,90.9,9.4,8.2,2.1,1,7,6,0,1,1,2.5
STU049084,16,9.4,71.6,74.8,2.63,69.4,58.4,8.0,7.2,2.7,2,5,6,1,0,1,2.01
STU049085,20,9.5,89.1,76.5,3.06,77.7,89.5,8.6,7.1,2.9,4,5,5,1,1,1,2.39
STU049086,19,3.6,86.4,86.0,1.76,64.7,56.3,5.2,7.6,3.5,1,1,8,0,1,1,1.36
STU049087,18,7.2,68.0,87.0,3.12,90.8,92.0,8.5,6.6,6.4,4,2,9,0,0,1,2.55
STU049088,16,25.6,92.2,69.0,2.72,49.0,93.9,7.7,7.6,5.8,2,9,7,0,1,1,2.13
STU049089,22,8.6,83.2,85.5,3.63,78.1,63.5,1.4,7.0,3.7,4,3,1,0,1,1,2.78
STU049090,22,13.8,91.0,95.5,2.13,98.7,73.0,6.8,7.3,4.5,2,4,4,0,0,1,2.21
STU049091,21,12.2,80.0,99.5,2.69,79.1,49.4,9.8,6.5,5.5,5,5,1,1,0,1,2.55
STU049092,21,18.8,80.1,67.3,3.16,71.0,82.5,1.9,9.3,6.5,5,1,5,0,0,1,2.25
STU049093,16,21.2,99.7,70.4,2.34,70.5,88.1,2.5,6.3,5.5,1,6,4,1,0,1,2.21
STU049094,19,11.2,92.9,70.1,2.9,73.0,89.7,8.7,7.1,7.0,5,2,2,0,1,1,2.3
STU049095,19,14.2,92.2,75.2,2.09,63.1,91.7,10.0,6.9,2.5,4,1,10,0,0,1,1.95
STU049096,21,10.5,80.6,76.4,3.19,86.7,59.1,5.3,8.5,5.5,1,3,9,0,1,1,1.94
STU049097,20,18.8,91.3,93.9,1.05,71.6,69.7,9.0,7.0,3.3,4,6,3,0,0,1,1.5
STU049098,18,17.7,80.7,75.5,2.63,84.0,58.6,7.5,7.1,3.0,1,3,2,0,0,0,1.85
STU049099,21,12.9,88.2,77.6,2.11,85.8,96.2,5.3,7.1,3.4,5,9,10,0,0,1,2.21
STU049100,16,16.2,90.0,74.7,3.04,58.7,68.5,0.0,7.4,3.1,1,2,10,0,0,1,2.14
STU049101,19,10.7,83.2,91.5,2.71,74.0,58.9,12.5,7.4,2.4,3,4,6,0,0,1,2.32
STU049102,17,16.2,77.1,76.1,2.09,84.0,53.8,6.4,8.3,1.7,4,6,10,0,1,0,1.99
STU049103,15,18.1,73.4,89.6,2.5,96.1,82.6,11.3,6.6,2.8,5,9,4,0,1,1,2.53
STU049104,19,7.6,76.6,87.1,2.64,82.6,63.0,2.3,5.5,1.0,3,3,5,0,0,1,1.85
STU049105,16,3.3,92.8,72.5,1.91,70.8,92.5,10.4,5.9,1.0,5,6,10,0,0,1,1.61
STU049106,20,12.6,100.0,80.4,2.84,70.5,86.7,3.2,5.1,6.9,1,9,5,0,1,1,2.13
STU049107,15,14.4,72.4,76.4,3.53,42.2,65.9,11.8,7.6,3.6,2,8,2,0,0,1,1.91
STU049108,20,15.5,79.5,86.8,3.3,63.0,93.2,7.3,8.2,2.1,3,3,6,0,1,0,2.33
STU049109,17,22.6,97.8,79.1,2.97,81.8,72.6,1.8,8.4,2.5,1,5,3,0,0,1,2.44
STU049110,18,7.4,96.2,81.2,2.54,58.9,89.2,6.7,7.8,2.4,1,8,5,0,0,1,2.53
STU049111,20,14.5,100.0,67.1,2.91,54.5,50.3,4.2,6.4,2.2,2,5,4,0,1,1,2.29
STU049112,15,18.0,74.3,82.8,4.0,92.4,56.0,4.2,9.2,3.0,4,1,6,0,0,1,2.89
STU049113,19,13.6,87.2,98.3,1.6,70.6,100.0,7.7,7.4,4.9,3,5,4,0,0,1,2.2
STU049114,21,13.2,65.6,72.5,3.11,84.0,66.5,6.4,6.7,4.0,2,5,7,0,1,1,2.01
STU049115,15,16.0,83.4,72.9,3.53,71.5,93.8,1.4,6.3,3.7,3,8,7,1,0,1,2.84
STU049116,20,19.4,75.0,69.6,2.85,100.0,80.0,11.6,7.4,2.4,1,4,9,0,1,1,1.94
STU049117,20,17.3,79.7,75.0,3.23,50.1,88.0,11.3,6.5,4.7,4,3,9,0,0,1,1.8
STU049118,16,23.0,78.8,89.5,3.02,84.0,100.0,10.2,6.8,2.0,1,8,9,0,0,1,2.85
STU049119,16,14.3,87.5,89.2,3.44,78.1,93.9,13.1,7.6,4.5,3,3,7,0,0,1,2.98
STU049120,16,19.4,96.4,57.9,3.04,72.8,85.5,6.7,7.6,4.4,2,10,9,0,1,1,1.95
STU049121,18,13.4,74.6,81.0,2.49,57.2,69.7,6.3,6.9,2.5,4,5,4,0,0,1,1.66
STU049122,16,2.2,82.4,86.8,3.32,63.4,67.5,2.7,8.1,5.9,5,8,6,0,1,1,2.51
STU049123,22,23.0,100.0,74.0,3.18,61.9,89.8,2.9,7.1,6.4,1,1,8,0,1,1,2.47
STU049124,20,4.2,88.6,70.5,2.94,100.0,48.1,13.0,7.6,3.0,4,2,10,0,0,1,2.49
STU049125,16,11.0,73.5,83.5,2.4,75.8,58.4,6.5,8.8,1.6,4,7,6,0,0,1,2.14
STU049126,22,2.6,93.4,99.4,3.01,54.3,82.4,8.6,4.0,4.6,3,1,4,0,0,1,2.34
STU049127,19,18.7,77.9,96.4,2.48,59.6,53.9,7.0,7.7,2.1,3,10,5,1,0,1,2.28
STU049128,18,24.3,82.1,64.4,3.23,93.5,85.5,7.7,6.5,1.1,5,10,8,1,1,1,3.02
STU049129,15,25.2,62.2,67.4,2.77,68.2,74.4,2.8,7.0,4.5,5,4,3,0,0,1,1.82
STU049130,18,11.7,72.1,88.7,2.03,85.7,92.2,12.6,8.6,2.8,2,5,9,1,0,0,1.98
STU049131,21,11.7,83.4,60.1,2.37,63.8,73.6,4.4,7.3,2.3,5,8,2,1,1,1,2.21
STU049132,16,19.7,92.5,78.6,2.91,94.1,98.7,14.2,7.7,5.0,4,9,6,1,0,1,3.08
STU049133,21,16.4,78.2,76.0,3.55,92.4,90.7,2.9,5.6,1.0,3,1,8,0,1,1,2.53
STU049134,15,7.9,75.4,89.9,4.0,75.4,63.2,9.6,6.0,7.9,4,5,9,0,1,1,2.81
STU049135,21,9.1,78.0,83.0,3.12,68.4,70.5,5.1,7.0,3.6,3,5,7,0,1,1,1.9
STU049136,20,11.7,61.0,81.3,2.16,57.1,83.2,8.2,8.2,4.1,3,3,5,0,0,1,1.29
STU049137,20,19.7,61.5,76.6,3.77,72.0,82.5,6.4,6.6,1.4,3,2,9,1,0,1,2.23
STU049138,20,15.4,90.1,92.6,2.07,60.2,100.0,5.1,6.9,3.4,3,10,1,0,0,1,2.56
STU049139,15,16.7,72.3,100.0,2.58,74.2,58.9,8.4,7.1,3.5,4,5,2,0,0,1,2.22
STU049140,16,20.0,79.8,66.0,3.01,59.2,73.2,2.8,7.0,5.7,4,8,2,1,1,1,2.43
STU049141,15,16.4,81.8,74.5,2.68,76.0,75.4,7.9,7.2,5.5,5,7,9,0,0,1,2.13
STU049142,22,27.9,88.1,78.7,3.8,80.9,57.2,7.8,7.6,2.8,2,1,6,0,1,1,2.87
STU049143,19,14.0,76.2,88.5,2.4,78.3,64.5,11.2,6.4,2.6,5,6,2,0,1,1,1.85
STU049144,22,18.9,77.6,85.4,3.45,58.3,43.4,8.5,5.8,1.6,2,10,2,0,0,1,2.05
STU049145,22,24.4,82.4,90.7,3.73,52.2,64.4,6.8,5.4,6.6,2,7,1,0,1,1,2.66
STU049146,15,11.4,85.9,83.1,3.43,57.8,66.8,11.6,6.4,4.8,2,10,8,0,0,0,2.73
STU049147,20,14.0,96.9,70.3,3.56,98.3,100.0,4.0,7.4,2.4,3,7,1,0,1,1,2.87
STU049148,17,21.0,86.0,78.0,3.42,48.8,52.6,9.3,6.1,6.0,3,7,8,0,0,1,1.88
STU049149,16,26.5,92.0,72.1,2.69,69.3,70.3,4.4,5.7,4.5,1,10,8,0,1,1,2.38
STU049150,18,12.0,80.7,73.2,2.93,59.1,65.1,9.8,6.9,3.3,2,2,10,0,1,1,1.98
STU049151,22,15.4,83.8,85.2,2.76,65.0,87.8,4.6,5.9,8.0,1,7,7,1,1,1,2.32
STU049152,16,10.4,94.1,94.3,3.59,61.2,53.8,7.8,6.3,3.3,4,9,9,1,1,0,2.77
STU049153,19,16.7,71.6,80.1,2.77,93.5,57.8,7.7,6.0,1.9,2,2,5,1,1,1,2.35
STU049154,20,25.7,80.9,88.7,3.09,61.8,71.5,10.6,6.6,4.9,2,4,1,0,1,0,1.9
STU049155,15,15.1,86.2,88.5,2.82,63.4,55.6,2.7,5.7,5.4,3,4,9,0,1,1,1.93
STU049156,20,15.7,95.7,87.4,2.53,52.8,82.6,10.7,6.8,5.0,4,6,10,0,0,1,2.17
STU049157,17,9.6,88.2,95.3,2.69,51.3,75.3,4.2,5.6,4.2,3,6,3,0,0,1,2.03
STU049158,20,19.2,76.1,71.2,1.48,75.8,75.1,10.2,6.8,8.0,2,2,5,0,1,1,1.19
STU049159,18,10.7,91.1,95.5,3.05,81.3,65.8,5.7,7.0,6.4,1,10,7,0,1,1,2.83
STU049160,18,13.6,100.0,63.3,3.06,78.0,42.5,4.7,6.6,5.8,3,2,1,0,0,1,2.03
STU049161,22,22.6,99.9,68.4,2.01,69.3,94.0,12.4,6.4,3.6,2,3,1,0,0,1,1.91
STU049162,20,11.1,93.6,72.9,2.64,63.2,87.2,6.8,9.4,5.0,4,3,6,1,0,1,2.02
STU049163,18,17.3,82.1,100.0,1.61,71.1,67.1,7.9,7.1,2.3,2,7,2,0,0,1,1.9
STU049164,19,15.5,88.5,72.5,2.71,100.0,51.8,5.8,6.0,3.2,5,4,2,0,1,1,2.78
STU049165,17,20.4,81.5,89.6,3.66,76.1,88.4,2.6,7.7,4.4,3,7,3,0,1,1,2.87
STU049166,21,15.0,78.5,89.4,2.51,71.8,79.6,6.7,6.4,2.6,1,1,6,1,0,1,2.25
STU049167,21,16.6,100.0,92.1,2.91,69.2,97.0,8.8,5.8,5.0,1,3,3,0,0,1,2.78
STU049168,20,15.9,70.7,81.9,2.48,77.7,74.6,3.0,6.3,2.3,2,7,10,0,0,1,2.04
STU049169,22,12.1,86.8,73.4,2.78,69.3,93.7,6.1,5.6,1.2,1,6,6,0,1,1,2.04
STU049170,16,15.6,85.2,75.9,2.51,100.0,64.9,6.6,6.4,2.5,3,4,1,1,1,1,2.55
